cells,celltype
SM.GE8YR_S052_E1.50,GABA2
SM.GE8YR_S053_E1.50,K
SM.GE8YR_S054_E1.50,GABA2
SM.GE8YR_S055_E1.50,GABA2
SM.GE8YR_S057_E1.50,GABA2
SM.GE8YR_S058_E1.50,GABA2
SM.GE8YR_S065_E1.50,GABA2
SM.GE8YR_S066_E1.50,GABA2
SM.GE8YR_S067_E1.50,GABA2
SM.GE8YR_S069_E1.50,GABA2
SM.GE8YR_S070_E1.50,GABA2
SM.GE8YR_S072_E1.50,K
SM.GE8YR_S082_E1.50,GABA2
SM.GE8YR_S083_E1.50,GABA2
SM.GE8YR_S084_E1.50,GABA1
SM.GE8YR_S085_E1.50,GABA2
SM.GE8YR_S088_E1.50,GABA1
SM.GE8YR_S092_E1.50,GABA2
SM.GE8YR_S093_E1.50,GABA2
SM.GE8YR_S097_E1.50,MP
SM.GE8YR_S098_E1.50,K
SM.GE8YR_S099_E1.50,K
SM.GE8YR_S100_E1.50,MP
SM.GE8YR_S101_E1.50,GABA1
SM.GE8YR_S102_E1.50,K
SM.GE8YR_S103_E1.50,MP
SM.GE8YR_S104_E1.50,K
SM.GE8YR_S105_E1.50,K
SM.GE8YR_S106_E1.50,MP
SM.GE8YR_S107_E1.50,K
SM.GE8YR_S108_E1.50,K
SM.GE8YR_S109_E1.50,GABA2
SM.GE8YR_S110_E1.50,GABA2
SM.GE8YR_S111_E1.50,MP
SM.GE8YR_S112_E1.50,MP
SM.GE8YR_S113_E1.50,GABA1
SM.GE8YR_S114_E1.50,K
SM.GE8YR_S115_E1.50,K
SM.GE8YR_S116_E1.50,GABA2
SM.GE8YR_S117_E1.50,MP
SM.GE8YR_S118_E1.50,K
SM.GE8YR_S119_E1.50,K
SM.GE8YR_S120_E1.50,K
SM.GE8YR_S121_E1.50,GABA2
SM.GE8YR_S123_E1.50,GABA2
SM.GE8YR_S126_E1.50,GABA2
SM.GE8YR_S129_E1.50,GABA1
SM.GE8YR_S131_E1.50,GABA2
SM.GE8YR_S133_E1.50,K
SM.GE8YR_S134_E1.50,GABA2
SM.GE8YR_S135_E1.50,GABA2
SM.GE8YR_S137_E1.50,GABA2
SM.GE8YR_S138_E1.50,GABA2
SM.GE8YR_S139_E1.50,GABA2
SM.GE8YR_S140_E1.50,GABA2
SM.GE8YR_S142_E1.50,K
SM.GE8YR_S143_E1.50,GABA2
SM.GE8YR_S144_E1.50,GABA2
SM.GE8YU_S097_E1.50,K
SM.GE8YU_S098_E1.50,GABA1
SM.GE8YU_S099_E1.50,GABA1
SM.GE8YU_S100_E1.50,K
SM.GE8YU_S101_E1.50,GABA2
SM.GE8YU_S102_E1.50,MP
SM.GE8YU_S103_E1.50,K
SM.GE8YU_S104_E1.50,K
SM.GE8YU_S105_E1.50,GABA2
SM.GE8YU_S106_E1.50,MP
SM.GE8YU_S107_E1.50,GABA1
SM.GE8YU_S108_E1.50,MP
SM.GE8YU_S109_E1.50,K
SM.GE8YU_S110_E1.50,K
SM.GE8YU_S111_E1.50,K
SM.GE8YU_S112_E1.50,GABA2
SM.GE8YU_S115_E1.50,GABA2
SM.GE8YU_S120_E1.50,GABA2
SM.GE8YU_S121_E1.50,GABA2
SM.GE8YU_S123_E1.50,GABA2
SM.GE8YU_S128_E1.50,GABA1
SM.GE8YU_S137_E1.50,GABA1
SM.GE8YU_S138_E1.50,GABA2
SM.GE8YU_S142_E1.50,GABA2
SM.GE8YU_S143_E1.50,GABA2
SM.GE8YU_S145_E1.50,GABA2
SM.GE8YU_S147_E1.50,GABA2
SM.GE8YU_S148_E1.50,GABA2
SM.GE8YU_S150_E1.50,GABA2
SM.GE8YU_S152_E1.50,GABA2
SM.GE8YU_S154_E1.50,GABA2
SM.GE8YU_S158_E1.50,GABA2
SM.GE8YU_S160_E1.50,GABA2
SM.GE8YU_S161_E1.50,GABA1
SM.GE8YU_S162_E1.50,GABA2
SM.GE8YU_S163_E1.50,GABA2
SM.GE8YU_S167_E1.50,GABA2
SM.GE8YU_S168_E1.50,GABA2
SM.GE8YU_S170_E1.50,GABA2
SM.GE8YU_S172_E1.50,GABA2
SM.GE8YU_S173_E1.50,GABA2
SM.GE8YU_S175_E1.50,GABA2
SM.GE8YU_S176_E1.50,GABA2
SM.GE8YU_S179_E1.50,GABA2
SM.GE8YU_S180_E1.50,GABA2
SM.GE8YU_S181_E1.50,GABA1
SM.GE8YU_S183_E1.50,GABA2
SM.GE8YU_S186_E1.50,GABA2
SM.GE8YU_S187_E1.50,GABA2
SM.GE8YU_S190_E1.50,GABA2
SM.GE8YU_S191_E1.50,GABA2
SM.GE8YV_S001_E1.50,GABA2
SM.GE8YV_S002_E1.50,GABA1
SM.GE8YV_S003_E1.50,K
SM.GE8YV_S004_E1.50,GABA2
SM.GE8YV_S005_E1.50,GABA1
SM.GE8YV_S006_E1.50,K
SM.GE8YV_S007_E1.50,GABA2
SM.GE8YV_S008_E1.50,MP
SM.GE8YV_S009_E1.50,GABA2
SM.GE8YV_S010_E1.50,K
SM.GE8YV_S011_E1.50,GABA2
SM.GE8YV_S012_E1.50,K
SM.GE8YV_S013_E1.50,MP
SM.GE8YV_S014_E1.50,K
SM.GE8YV_S015_E1.50,K
SM.GE8YV_S016_E1.50,GABA2
SM.GE8YV_S017_E1.50,GABA2
SM.GE8YV_S021_E1.50,GABA2
SM.GE8YV_S022_E1.50,GABA2
SM.GE8YV_S026_E1.50,GABA2
SM.GE8YV_S027_E1.50,GABA2
SM.GE8YV_S029_E1.50,GABA2
SM.GE8YV_S031_E1.50,GABA2
SM.GE8YV_S036_E1.50,K
SM.GE8YV_S037_E1.50,GABA2
SM.GE8YV_S039_E1.50,GABA2
SM.GE8YV_S049_E1.50,GABA2
SM.GE8YV_S050_E1.50,K
SM.GE8YV_S052_E1.50,GABA2
SM.GE8YV_S053_E1.50,GABA1
SM.GE8YV_S054_E1.50,GABA2
SM.GE8YV_S055_E1.50,GABA2
SM.GE8YV_S058_E1.50,GABA2
SM.GE8YV_S060_E1.50,GABA2
SM.GE8YV_S061_E1.50,GABA2
SM.GE8YV_S062_E1.50,GABA2
SM.GE8YV_S063_E1.50,GABA2
SM.GE8YV_S065_E1.50,GABA2
SM.GE8YV_S066_E1.50,GABA2
SM.GE8YV_S068_E1.50,GABA2
SM.GE8YV_S069_E1.50,GABA2
SM.GE8YV_S070_E1.50,GABA2
SM.GE8YV_S071_E1.50,GABA2
SM.GE8YV_S073_E1.50,GABA2
SM.GE8YV_S074_E1.50,GABA2
SM.GE8YV_S076_E1.50,GABA2
SM.GE8YV_S077_E1.50,GABA2
SM.GE8YV_S079_E1.50,GABA2
SM.GE8YV_S081_E1.50,GABA2
SM.GE8YV_S084_E1.50,GABA2
SM.GE8YV_S086_E1.50,GABA1
SM.GE8YV_S087_E1.50,GABA2
SM.GE8YV_S088_E1.50,GABA2
SM.GE8YV_S091_E1.50,GABA2
SM.GE8YV_S092_E1.50,GABA2
SM.GE8YV_S093_E1.50,GABA2
SM.GE8YV_S097_E1.50,K
SM.GE8YV_S098_E1.50,GABA2
SM.GE8YV_S099_E1.50,K
SM.GE8YV_S100_E1.50,MP
SM.GE8YV_S101_E1.50,K
SM.GE8YV_S102_E1.50,K
SM.GE8YV_S103_E1.50,GABA2
SM.GE8YV_S104_E1.50,GABA2
SM.GE8YV_S105_E1.50,MP
SM.GE8YV_S106_E1.50,MP
SM.GE8YV_S107_E1.50,GABA2
SM.GE8YV_S108_E1.50,MP
SM.GE8YV_S109_E1.50,MP
SM.GE8YV_S110_E1.50,MP
SM.GE8YV_S111_E1.50,MP
SM.GE8YV_S112_E1.50,MP
SM.GE8YV_S113_E1.50,MP
SM.GE8YV_S114_E1.50,MP
SM.GE8YV_S115_E1.50,MP
SM.GE8YV_S116_E1.50,MP
SM.GE8YV_S117_E1.50,MP
SM.GE8YV_S118_E1.50,MP
SM.GE8YV_S119_E1.50,MP
SM.GE8YV_S120_E1.50,MP
SM.GE8YV_S121_E1.50,MP
SM.GE8YV_S122_E1.50,K
SM.GE8YV_S123_E1.50,GABA1
SM.GE8YV_S124_E1.50,K
SM.GE8YV_S125_E1.50,MP
SM.GE8YV_S126_E1.50,MP
SM.GE8YV_S127_E1.50,MP
SM.GE8YV_S128_E1.50,K
SM.GE8YV_S129_E1.50,MP
SM.GE8YV_S130_E1.50,MP
SM.GE8YV_S131_E1.50,MP
SM.GE8YV_S132_E1.50,MP
SM.GE8YV_S133_E1.50,MP
SM.GE8YV_S134_E1.50,MP
SM.GE8YV_S135_E1.50,K
SM.GE8YV_S136_E1.50,MP
SM.GE8YV_S137_E1.50,GABA2
SM.GE8YV_S139_E1.50,GABA2
SM.GE8YV_S141_E1.50,GABA2
SM.GE8YV_S142_E1.50,GABA1
SM.GE8YV_S144_E1.50,GABA2
SM.GE8YV_S156_E1.50,GABA2
SM.GE8YV_S157_E1.50,GABA2
SM.GE8YV_S160_E1.50,GABA2
SM.GE8YV_S168_E1.50,GABA2
SM.GE8YV_S171_E1.50,GABA2
SM.GE8YV_S173_E1.50,GABA2
SM.GE8YV_S181_E1.50,GABA2
SM.GE8YV_S184_E1.50,GABA2
SM.GE8YV_S191_E1.50,GABA2
SM.GE8YW_S001_E1.50,MP
SM.GE8YW_S002_E1.50,GABA2
SM.GE8YW_S003_E1.50,MP
SM.GE8YW_S004_E1.50,MP
SM.GE8YW_S005_E1.50,MP
SM.GE8YW_S006_E1.50,MP
SM.GE8YW_S007_E1.50,MP
SM.GE8YW_S008_E1.50,MP
SM.GE8YW_S009_E1.50,MP
SM.GE8YW_S010_E1.50,MP
SM.GE8YW_S011_E1.50,K
SM.GE8YW_S012_E1.50,MP
SM.GE8YW_S013_E1.50,K
SM.GE8YW_S014_E1.50,MP
SM.GE8YW_S015_E1.50,GABA2
SM.GE8YW_S016_E1.50,MP
SM.GE8YW_S017_E1.50,MP
SM.GE8YW_S018_E1.50,MP
SM.GE8YW_S019_E1.50,MP
SM.GE8YW_S020_E1.50,MP
SM.GE8YW_S021_E1.50,MP
SM.GE8YW_S022_E1.50,MP
SM.GE8YW_S023_E1.50,MP
SM.GE8YW_S024_E1.50,MP
SM.GE8YW_S025_E1.50,MP
SM.GE8YW_S026_E1.50,MP
SM.GE8YW_S027_E1.50,MP
SM.GE8YW_S028_E1.50,MP
SM.GE8YW_S029_E1.50,MP
SM.GE8YW_S030_E1.50,MP
SM.GE8YW_S031_E1.50,MP
SM.GE8YW_S032_E1.50,MP
SM.GE8YW_S034_E1.50,K
SM.GE8YW_S036_E1.50,GABA2
SM.GE8YW_S037_E1.50,GABA1
SM.GE8YW_S040_E1.50,GABA2
SM.GE8YW_S041_E1.50,GABA2
SM.GE8YW_S042_E1.50,GABA2
SM.GE8YW_S044_E1.50,GABA2
SM.GE8YW_S045_E1.50,GABA1
SM.GE8YW_S046_E1.50,GABA2
SM.GE8YW_S047_E1.50,GABA2
SM.GE8YW_S048_E1.50,GABA2
SM.GE8YW_S052_E1.50,GABA2
SM.GE8YW_S053_E1.50,GABA2
SM.GE8YW_S054_E1.50,GABA2
SM.GE8YW_S055_E1.50,GABA2
SM.GE8YW_S056_E1.50,GABA2
SM.GE8YW_S066_E1.50,GABA2
SM.GE8YW_S070_E1.50,GABA2
SM.GE8YW_S071_E1.50,GABA2
SM.GE8YW_S075_E1.50,GABA2
SM.GE8YW_S077_E1.50,GABA2
SM.GE8YW_S078_E1.50,GABA2
SM.GE8YW_S080_E1.50,GABA2
SM.GE8YW_S081_E1.50,GABA2
SM.GE8YW_S084_E1.50,GABA2
SM.GE8YW_S085_E1.50,GABA2
SM.GE8YW_S087_E1.50,GABA2
SM.GE8YW_S088_E1.50,GABA2
SM.GE8YW_S089_E1.50,GABA2
SM.GE8YW_S091_E1.50,GABA2
SM.GE8Z1_S041_E1.50,K
SM.GE8Z1_S042_E1.50,MP
SM.GE8Z1_S043_E1.50,K
SM.GE8Z1_S044_E1.50,GABA2
SM.GE8Z1_S045_E1.50,K
SM.GE8Z1_S046_E1.50,K
SM.GE8Z1_S047_E1.50,K
SM.GE8Z1_S048_E1.50,K
SM.GE8Z1_S049_E1.50,MP
SM.GE8Z1_S050_E1.50,K
SM.GE8Z1_S051_E1.50,GABA2
SM.GE8Z1_S052_E1.50,GABA2
SM.GE8Z1_S053_E1.50,K
SM.GE8Z1_S054_E1.50,MP
SM.GE8Z1_S055_E1.50,K
SM.GE8Z1_S056_E1.50,GABA2
SM.GE8Z1_S057_E1.50,K
SM.GE8Z1_S058_E1.50,MP
SM.GE8Z1_S059_E1.50,MP
SM.GE8Z1_S060_E1.50,GABA2
SM.GE8Z1_S061_E1.50,MP
SM.GE8Z1_S062_E1.50,MP
SM.GE8Z1_S063_E1.50,MP
SM.GE8Z1_S064_E1.50,MP
SM.GE8Z1_S065_E1.50,MP
SM.GE8Z1_S066_E1.50,MP
SM.GE8Z1_S067_E1.50,MP
SM.GE8Z1_S068_E1.50,MP
SM.GE8Z1_S069_E1.50,MP
SM.GE8Z1_S070_E1.50,MP
SM.GE8Z1_S071_E1.50,MP
SM.GE8Z1_S072_E1.50,MP
SM.GE8Z1_S074_E1.50,GABA2
SM.GE8Z1_S078_E1.50,GABA2
SM.GE8Z1_S079_E1.50,GABA2
SM.GE8Z1_S082_E1.50,GABA2
SM.GE8Z1_S083_E1.50,GABA2
SM.GE8Z1_S084_E1.50,GABA2
SM.GE8Z1_S085_E1.50,GABA2
SM.GE8Z1_S093_E1.50,GABA2
SM.GE8Z1_S094_E1.50,GABA2
